科目,年度,問題,設問数,テーマコード,選択肢数,解答,svg,pdf,png
d,2011,1,1,401001,4,イ,d1ji201101.svg,d1ji201101.pdf,d1ji201101.png
d,2011,2,1,401001,4,エ,d1ji201102.svg,d1ji201102.pdf,d1ji201102.png
d,2011,3,1,402014,4,エ,d1ji201103.svg,d1ji201103.pdf,d1ji201103.png
d,2011,4,1,401002,4,ア,d1ji201104.svg,d1ji201104.pdf,d1ji201104.png
d,2011,5,1,402003,4,エ,d1ji201105.svg,d1ji201105.pdf,d1ji201105.png
d,2011,6,1,402003,4,ウ,d1ji201106.svg,d1ji201106.pdf,d1ji201106.png
d,2011,7,1,402003,4,ウ,d1ji201107.svg,d1ji201107.pdf,d1ji201107.png
d,2011,8,1,402009,4,ア,d1ji201108.svg,d1ji201108.pdf,d1ji201108.png
d,2011,9,1,402013,4,ウ,d1ji201109.svg,d1ji201109.pdf,d1ji201109.png
d,2011,10,1,402014,4,イ,d1ji201110.svg,d1ji201110.pdf,d1ji201110.png
d,2011,11,1,402017,4,エ,d1ji201111.svg,d1ji201111.pdf,d1ji201111.png
d,2011,12,1,403001,4,ア,d1ji201112.svg,d1ji201112.pdf,d1ji201112.png
d,2011,13,1,403001,4,ア,d1ji201113.svg,d1ji201113.pdf,d1ji201113.png
d,2011,14,1,403002,4,ウ,d1ji201114.svg,d1ji201114.pdf,d1ji201114.png
d,2011,15,1,403003,4,エ,d1ji201115.svg,d1ji201115.pdf,d1ji201115.png
d,2011,16,1,403003,4,ア,d1ji201116.svg,d1ji201116.pdf,d1ji201116.png
d,2011,17,1,403003,4,イ,d1ji201117.svg,d1ji201117.pdf,d1ji201117.png
d,2011,18,1,403004,4,ア,d1ji201118.svg,d1ji201118.pdf,d1ji201118.png
d,2011,19,1,403005,4,ア,d1ji201119.svg,d1ji201119.pdf,d1ji201119.png
d,2011,20,1,404001,4,ウ,d1ji201120.svg,d1ji201120.pdf,d1ji201120.png
d,2011,21,1,404001,4,ウ,d1ji201121.svg,d1ji201121.pdf,d1ji201121.png
d,2011,22,1,405001,4,エ,d1ji201122.svg,d1ji201122.pdf,d1ji201122.png
d,2011,23,1,405001,4,エ,d1ji201123.svg,d1ji201123.pdf,d1ji201123.png
d,2011,24,1,405002,4,エ,d1ji201124.svg,d1ji201124.pdf,d1ji201124.png
d,2011,25,1,405004,4,イ,d1ji201125.svg,d1ji201125.pdf,d1ji201125.png
d,2011,26,1,405002,4,エ,d1ji201126.svg,d1ji201126.pdf,d1ji201126.png
d,2011,27,1,406002,4,イ,d1ji201127.svg,d1ji201127.pdf,d1ji201127.png
d,2011,28,1,406001,4,ア,d1ji201128.svg,d1ji201128.pdf,d1ji201128.png
d,2011,29,1,407001,5,イ,d1ji201129.svg,d1ji201129.pdf,d1ji201129.png
d,2011,30,1,406005,5,オ,d1ji201130.svg,d1ji201130.pdf,d1ji201130.png
d,2011,31,1,406004,4,イ,d1ji201131.svg,d1ji201131.pdf,d1ji201131.png
d,2011,32,1,406005,4,ウ,d1ji201132.svg,d1ji201132.pdf,d1ji201132.png
d,2011,33,1,407003,5,エ,d1ji201133.svg,d1ji201133.pdf,d1ji201133.png
d,2011,34,1,406006,5,イ,d1ji201134.svg,d1ji201134.pdf,d1ji201134.png
d,2011,35,1,407003,4,ア,d1ji201135.svg,d1ji201135.pdf,d1ji201135.png
d,2011,36,1,407002,4,ア,d1ji201136.svg,d1ji201136.pdf,d1ji201136.png
d,2011,37,1,407002,5,イ,d1ji201137.svg,d1ji201137.pdf,d1ji201137.png
d,2011,38,1,407003,5,エ,d1ji201138.svg,d1ji201138.pdf,d1ji201138.png
d,2011,39,1,408001,5,エ,d1ji201139.svg,d1ji201139.pdf,d1ji201139.png
d,2011,40,1,408003,5,イ,d1ji201140.svg,d1ji201140.pdf,d1ji201140.png
d,2011,41,2,408001,"5,4","イ,エ",d1ji201141.svg,d1ji201141.pdf,d1ji201141.png
d,2011,42,1,408001,4,ア,d1ji201142.svg,d1ji201142.pdf,d1ji201142.png
