科目,年度,問題,設問数,テーマコード,選択肢数,解答,svg,pdf,png
e,2010,1,1,501002,4,ア,e1ji201001.svg,e1ji201001.pdf,e1ji201001.png
e,2010,2,1,501002,4,エ,e1ji201002.svg,e1ji201002.pdf,e1ji201002.png
e,2010,3,1,504001,4,エ,e1ji201003.svg,e1ji201003.pdf,e1ji201003.png
e,2010,4,1,503001,4,イ,e1ji201004.svg,e1ji201004.pdf,e1ji201004.png
e,2010,5,1,503001,4,ウ,e1ji201005.svg,e1ji201005.pdf,e1ji201005.png
e,2010,6,2,501002,"4,4","エ,イ",e1ji201006.svg,e1ji201006.pdf,e1ji201006.png
e,2010,7,2,504001,"4,4","イ,ウ",e1ji201007.svg,e1ji201007.pdf,e1ji201007.png
e,2010,8,1,505001,4,エ,e1ji201008.svg,e1ji201008.pdf,e1ji201008.png
e,2010,9,1,505004,4,イ,e1ji201009.svg,e1ji201009.pdf,e1ji201009.png
e,2010,10,1,505004,4,エ,e1ji201010.svg,e1ji201010.pdf,e1ji201010.png
e,2010,11,1,505004,4,ウ,e1ji201011.svg,e1ji201011.pdf,e1ji201011.png
e,2010,12,1,510002,4,エ,e1ji201012.svg,e1ji201012.pdf,e1ji201012.png
e,2010,13,1,509003,4,ウ,e1ji201013.svg,e1ji201013.pdf,e1ji201013.png
e,2010,14,1,516001,4,イ,e1ji201014.svg,e1ji201014.pdf,e1ji201014.png
e,2010,15,1,508004,4,エ,e1ji201015.svg,e1ji201015.pdf,e1ji201015.png
e,2010,16,1,510002,4,エ,e1ji201016.svg,e1ji201016.pdf,e1ji201016.png
e,2010,17,1,520001,4,ウ,e1ji201017.svg,e1ji201017.pdf,e1ji201017.png
e,2010,18,2,512001,"4,4","ア,イ",e1ji201018.svg,e1ji201018.pdf,e1ji201018.png
e,2010,19,1,511001,4,ウ,e1ji201019.svg,e1ji201019.pdf,e1ji201019.png
e,2010,20,1,511003,4,エ,e1ji201020.svg,e1ji201020.pdf,e1ji201020.png
